tender_id,tender_name,start_price,tender_security,advance_money,currency,publication_date,selection_phase,legislation,url,procedure,for_small_business,customer_region_code,customer_region,customer_name,customer_inn,winner_name,winner_inn,final_price
0773100000321000070,"НИОКР «Разработка интегрирующих проектов, информационных систем и СУТ опытно-демонстрационного и промышленного энергокомплексов с реакторами на быстрых нейтронах с замкнутым ядерно-топливным циклом, отвечающих принципам естественной безопасности и конкурентоспособности. Этап 2021 года»",1708330000.00,8541650.00,30.00%,RUB,2021-03-12 15:41:09,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000321000070,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,АО «Прорыв»,7708332920,1708330000.00
0773100000321000022,"выполнение НИОКР: Разработка эскизного проекта реакторной установки ИЖСР, разработка технического предложения модуля переработки отработавшего ядерного топлива и выполнение этапа НИОКР 2021-2022 гг в обоснование конструктивных решений.",1431000000.00,7155000.00,30.00%,RUB,2021-03-02 19:47:00,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000321000022,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000320000019,"НИОКР ""Разработка интегрирующих проектов, информационных систем и СУТ опытно-демонстрационного и промышленного энергокомплексов с реакторами на быстрых нейтронах с замкнутым ядерно-топливным циклом, отвечающих принципам естественной безопасности и конкурентоспособности. Этап 2020 года""",1414000000.00,7070000.00,30.00%,RUB,2020-02-25 15:51:35,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000320000019,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000320000018,НИОКР «Проведение научно-исследовательских и опытно-конструкторских работ для создания реактора на быстрых нейтронах со свинцовым теплоносителем. Этап 2020 года»,1227260000.00,6136300.00,30.00%,RUB,2020-02-25 12:29:48,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000320000018,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000320000058,"НИОКР ""НИОКР в обоснование безопасности режимов эксплуатации ИЯУ МБИР. Этап 2020 года""",1200000000.00,6000000.00,30.00%,RUB,2020-04-10 15:59:50,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000320000058,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000320000083,"Выполнение работы: «Поддержание в безопасном состоянии остановленных производств РХЗ и ХМЗ, включая перевод ХМЗ в ядерно-безопасное состояние в акционерном обществе «Сибирский химический комбинат» (г. Северск Томская область) в 2020 году» в обеспечение мероприятия «Обеспечение поддержания безопасного состояния ядерно- и радиационно-опасных объектов»",1196741766.67,17951126.50,30.00%,RUB,2020-05-06 18:31:01,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0773100000320000083,Электронный аукцион,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000321000043,НИОКР «Прогнозирование динамических процессов при высоких плотностях энергии в технологиях атомной энергетики и для предотвращения аварийных ситуаций. Исследование неидеальных эффектов в плотных средах и водородной взрывобезопасности объектов ядерной энергетики. Этапы 2021-2024 годов»,1164597400.00,5822987.00,40.00%,RUB,2021-03-06 14:50:07,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000321000043,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,АО «Государственный Научный Центр РФ Троицкий Институт Инновационных и Термоядерных Исследований»,7751002460,1164597400.00
0773100000321000039,НИОКР«Проведение научно-исследовательских и опытно-конструкторских работ для создания коммерческой реакторной установки на быстрых нейтронах со свинцовым теплоносителем и энергоблока. Этап 2021 года»,1153416300.00,5767081.50,30.00%,RUB,2021-03-05 20:38:41,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000321000039,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000320000113,Выполнение работы: Выполнение комплекса работ по обеспечению безопасного состояния остановленных производств ХМЗ и РХЗ акционерного общества «Сибирский химический комбинат» (г. Северск Томская область) в обеспечение мероприятия «Обеспечение поддержания безопасного состояния ядерно- и радиационно-опасных объектов»,1120000000.00,16800000.00,30.00%,RUB,2020-12-04 13:51:09,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0773100000320000113,Электронный аукцион,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000321000068,"НИОКР ""НИОКР в обоснование безопасности режимов эксплуатации ИЯУ МБИР. Этап 2021 года""",1082000000.00,5410000.00,30.00%,RUB,2021-03-12 11:45:44,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000321000068,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,АО «Государственный Научный Центр РФ - Физико - Энергетический Институт Имени А.И. Лейпунского»,4025442583,1082000000.00
0773100000320000067,НИОКР «Разработка технического предложения и выполнение НИОКР в обоснование реакторной установки с исследовательским ядерным реактором на основе жидкоcолевой топливной композиции (ИЖСР). Этап 2020 г.»,1000000000.00,20000000.00,30.00%,RUB,2020-04-15 20:41:59,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000320000067,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,ФГУП «Горно-Химический Комбинат»,2452000401,995000000.00
0773100000320000029,"Выполнение работы «Вывод из эксплуатации корпуса 2 (здание № 802) акционерного общества «Ангарский электролизный химический комбинат» (г. Ангарск, Иркутская область)» в обеспечение мероприятия «Вывод из эксплуатации корпуса 2 (здание № 802) и корпуса 4 (здание № 804) акционерного общества «Ангарский электролизный химический комбинат» (г. Ангарск, Иркутская область)»",973583152.67,14603747.29,30.00%,RUB,2020-03-25 9:56:09,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0773100000320000029,Электронный аукцион,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000321000008,"Подготовка к выгрузке и выгрузка отработавшего ядерного топлива из баков сухого хранения на объекте в губе Андреева, подготовка его к транспортировке на переработку на федеральное государственное унитарное предприятие ""Производственное объединение ""Маяк"" (3-й этап)",934701948.27,4673509.74,30.00%,RUB,2021-02-09 13:47:14,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0773100000321000008,Электронный аукцион,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0573100027020000033,"Разработка, изготовление и поставка грузовой подъемной установки и людской подъемной установки технологического ствола. Объект окончательной изоляции радиоактивных отходов (пункт глубинного захоронения радиоактивных отходов) 1-го и 2-го классов (Красноярский край,Нижне-Канский массив) (бюджетные инвестиции в объекты капитального строительства).",908491516.02,45424575.80,72.47%,RUB,2020-11-11 17:57:55,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/oku504/view/common-info.html?regNumber=0573100027020000033,Конкурс с ограниченным участием в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0573100027020000025,"Разработка, изготовление и поставка грузовой подъемной установки и людской подъемной установки технологического ствола. Объект окончательной изоляции радиоактивных отходов (пункт глубинного захоронения радиоактивных отходов) 1-го и 2-го классов (Красноярский край,Нижне-Канский массив) (бюджетные инвестиции в объекты капитального строительства).",908491516.02,45424575.80,72.47%,RUB,2020-09-28 16:20:38,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/oku504/view/common-info.html?regNumber=0573100027020000025,Конкурс с ограниченным участием в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000320000092,Выполнение работ: «Формирование и размещение на долговременное хранение реакторных отсеков утилизированных атомных подводных лодок в пункте долговременного хранения «Устричный» в Приморском крае»,893182659.02,4465913.30,50.00%,RUB,2020-09-08 17:48:20,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0773100000320000092,Электронный аукцион,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000321000035,НИОКР «Исследование теплофизических свойств веществ при сжатии до рекордно высоких давлений и магнитных полей. Этапы 2021-2024 годов»,883325700.00,4416628.50,40.00%,RUB,2021-03-05 19:30:02,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000321000035,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,АО «Государственный Научный Центр РФ Троицкий Институт Инновационных и Термоядерных Исследований»,7751002460,883325700.00
0773100000320000004,"НИОКР ""НИОКР по проекту РУ БН-1200М и части общестанционного оборудования и вспомогательных систем реакторного отделения. Этап 2020 года""",865980000.00,4329900.00,30.00%,RUB,2020-02-04 13:25:38,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000320000004,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000320000012,"НИОКР ""Разработка и поэтапное обоснование твэлов со СНУП топливом для реакторов со свинцовым и натриевым теплоносителем. Этап 2020 года""",749900000.00,3749500.00,30.00%,RUB,2020-02-06 8:33:59,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000320000012,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000321000067,НИОКР «НИОКР по проекту РУ БН-1200М и части общестанционного оборудования и вспомогательных систем реакторного отделения. Этап 2021-2022 годов»,668480000.00,3342400.00,30.00%,RUB,2021-03-12 11:13:36,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000321000067,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000321000044,НИОКР «Создание стенда приемо-сдаточных испытаний ГЦНА РУ БРЕСТ-ОД-300. Этап 2021–2022 годов»,632070000.00,3160350.00,30.00%,RUB,2021-03-07 16:54:31,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000321000044,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,АО «Ордена Ленина Научно-Исследовательский и Конструкторский Институт Энерготехники Имени Н.А. Доллежаля»,7708698473,632070000.00
0773100000320000107,"Выполнение работы «Обращение с отходами, загрязненным радиоактивными веществами, в том числе, содержащими ядерные материалы, в обеспечение мероприятия «Вывод из эксплуатации корпуса 2 (здание № 802) и корпуса 4 (здание № 804) акционерного общества «Ангарский электролизный химический комбинат» (г. Ангарск, Иркутская область)»",630900550.00,9463508.25,30.00%,RUB,2020-11-13 19:14:37,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0773100000320000107,Электронный аукцион,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000321000031,"НИР «Разработка интегрированных систем кодов нового поколения для разработки и обоснования безопасности ядерных реакторов, проектирования атомных электростанций, создания технологий и объектов ядерного топливного цикла. Этап 2021–2023 годов»",604200000.00,3021000.00,30.00%,RUB,2021-03-05 12:02:42,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000321000031,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,Федеральное ГБУ Науки Институт Проблем Безопасного Развития Атомной Энергетики Российской Академии Наук,7726077310,604200000.00
0773100000320000056,НИОКР «Научно-исследовательские и опытно-конструкторские работы в обоснование технических и проектных решений по созданию Полифункционального радиохимического исследовательского комплекса (ПРК). Этап 2020 года»,600000000.00,3000000.00,30.00%,RUB,2020-04-09 18:20:52,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000320000056,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0569100000320000003,"Выполнение проектных и изыскательских работ, разработка рабочей документации по объекту ""Создание объекта 618""",573444945.78,11468898.92,77.20%,RUB,2020-09-30 21:19:46,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0569100000320000003,Электронный аукцион,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000321000075,НИОКР «Создание прототипов плазменных ракетных двигателей с повышенными параметрами тяги и удельного импульса. Этап 2021 года»,559603100.00,2798015.50,40.00%,RUB,2021-03-16 11:03:32,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000321000075,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,АО «Государственный Научный Центр РФ Троицкий Институт Инновационных и Термоядерных Исследований»,7751002460,559603100.00
0773100000321000029,"НИОКР ""Развитие применения методики ускоренных испытаний для обоснования новых кандидатных материалов перспективных ядерных установок. Этап 2021 года""",550000000.00,2750000.00,30.00%,RUB,2021-03-04 19:07:03,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000321000029,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,АО «Высокотехнологический НИИ Неорганических Материалов Имени Академика А.А. Бочвара»,7734598490,550000000.00
0773100000320000065,НИОКР «Прогнозирование динамических процессов при высоких плотностях энергии в технологиях атомной энергетики и для предотвращения аварийных ситуаций. Исследование неидеальных эффектов в плотных средах и водородной взрывобезопасности объектов ядерной энергетики. Этап 2020 года»,540000000.00,27000000.00,30.00%,RUB,2020-04-14 22:55:16,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000320000065,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000320000070,НИОКР «Создание компактных интенсивных источников нейтронов МэВ-ного диапазона энергий на основе плазменных технологий»,526910000.00,2634550.00,30.00%,RUB,2020-04-20 14:15:36,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000320000070,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000320000047,"НИОКР ""Проведение научно-исследовательских и опытно-конструкторских работ для создания коммерческой реакторной установки на быстрых нейтронах со свинцовым теплоносителем и энергоблока. Этап 2020 года""",519100000.00,2595500.00,30.00%,RUB,2020-03-30 8:28:24,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000320000047,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0773100000320000078,НИОКР «Развитие применения методики ускоренных испытаний для обоснования новых кандидатных материалов перспективных ядерных установок. Этап 2020 года»,515000000.00,2575000.00,30.00%,RUB,2020-04-22 19:57:05,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0773100000320000078,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0573100002519001294,Строительство регионального центра кондиционирования и долговременного хранения радиоактивных отходов в Приморском крае,504447621.38,25222381.07,80.00%,RUB,2019-10-31 9:25:33,Признана несостоявшейся,44-ФЗ,http://zakupki.gov.ru/epz/order/notice/oku504/view/common-info.html?regNumber=0573100002519001294,Конкурс с ограниченным участием в электронной форме,FALSE,77,Москва,Государственная Корпорация по Атомной Энергии «Росатом»,7706413348,,,
0995000000220000010,"Модернизация многофункциональной космической системы ретрансляции ""Луч"" (Шифр ОКР ""Луч-5М"")",11404454100.00,114044541.00,80.00%,RUB,2020-03-17 12:41:13,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000220000010,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000220000025,"Создание космического комплекса оперативного мониторинга техногенных и природных чрезвычайных ситуаций и космической системы на его основе в составе 4-6 космических аппаратов (Шифр ОКР ""Канопус-В"") Создание космического комплекса обзорного наблюдения территории Российской Федерации и космической системы на его основе (Шифр СЧ ОКР: ""Канопус-В""-О)",7541967000.00,75419670.00,80.00%,RUB,2020-04-28 16:08:51,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000220000025,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,"АО «Научно-Производственная Корпорация «Космические Системы Мониторинга, Информационно-Управляющие и Электромеханические Комплексы» Имени А.Г. Иосифьяна»",7701944514,7541967000.00
0995000000220000020,"""Создание ракетных двигателей нового поколения и базовых элементов маршевых двигательных установок перспективных средств выведения"" (Шифр ОКР: ""ДУ СВ"") ""Создание ракетных двигателей нового поколения и базовых элементов маршевых двигательных установок перспективных средств выведения в части работ 2020-2025 годов"" (Шифр СЧ ОКР: ""ДУ СВ"" (2025))",6299432480.00,62994324.80,80.00%,RUB,2020-04-10 8:48:05,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000220000020,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000219000160,"Проведение работ в обеспечение пусков ракет-носителей с транспортным пилотируемым кораблем ""Союз МС"", ракет-носителей с транспортным грузовым кораблем ""Прогресс МС"", летных испытаний российского сегмента Международной космической станции, обеспечение работ по управлению комплексом российского сегмента Международной космической станции, транспортными пилотируемыми кораблями ""Союз МС"" и транспортными грузовыми кораблями ""Прогресс МС"" при выполнении программы полета и эксплуатации Международной космической станции (Шифр СЧ ОКР: ""МКС (Эксплуатация)"" - ""Запуск ТПК (ТГК)"" - 2020)",3935435200.00,19677176.00,80.00%,RUB,2019-11-14 8:59:32,Признана несостоявшейся,44-ФЗ,http://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000219000160,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000220000066,"Изготовление и поставка бортовой аппаратуры и элементов конструкции для КА ""Метеор-М"" № 2-5, № 2-6",3757168800.00,37571688.00,80.00%,RUB,2020-10-30 17:40:43,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000220000066,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,"АО «Научно-Производственная Корпорация «Космические Системы Мониторинга, Информационно-Управляющие и Электромеханические Комплексы» Имени А.Г. Иосифьяна»",7701944514,3757168800.00
0995000000221000001,Управление космическими аппаратами дистанционного зондирования Земли в составе постоянно действующей орбитальной группировки в 2021-2023 годах,2572924300.00,25729243.00,80.00%,RUB,2021-02-20 10:20:18,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0995000000221000001,Электронный аукцион,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000220000004,"Изготовление и поставка ракеты-носителя ""Протон-М"" для запуска космического аппарата ""Экспресс-АМУ4""",2327649340.00,11638246.70,80.00%,RUB,2020-02-17 12:35:42,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000220000004,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000219000143,Создание космического комплекса дистанционного зондирования Земли стереоскопической съемки (Шифр ОКР: «Аист»),2179637100.00,21796371.00,80.00%,RUB,2019-10-16 9:14:30,Завершена,44-ФЗ,http://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000219000143,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,АО «Ракетно-Космический Центр «Прогресс»,6312139922,2179637100.00
0995000000219000147,Создание ракетных двигателей и двигательных установок малой тяги космических аппаратов нового поколения в части работ 2019-2022 годов (Шифр СЧ ОКР: «ДУ КА-2022»),1771921500.00,17719215.00,80.00%,RUB,2019-10-22 11:41:48,Признана несостоявшейся,44-ФЗ,http://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000219000147,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000219000134,"Создание бортовых антенн и антенных систем для космических аппаратов связи, вещания и ретрансляции (Шифр ОКР: ""Рефлектор-2025"")",1528506400.00,15285064.00,80.00%,RUB,2019-10-09 10:07:39,Признана несостоявшейся,44-ФЗ,http://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000219000134,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000219000167,"Изготовление и поставка ракеты-носителя «Союз-2-1б» для запуска космических аппаратов «Гонец-М» № 33, № 34, № 35",1501195250.00,7505976.25,80.00%,RUB,2019-12-27 12:43:03,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000219000167,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000220000063,"""Разработка ключевых элементов и технологий создания космического ракетного комплекса сверхтяжелого класса"" (Шифр ОКР ""Элементы СТК"") ""Разработка технического проекта космического ракетного комплекса с ракетой-носителем сверхтяжелого класса и разгонным блоком"" (Шифр СЧ ОКР «Элементы СТК» (ТП))",1467400000.00,14674000.00,80.00%,RUB,2020-10-23 16:31:26,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000220000063,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,АО «Ракетно-Космический Центр «Прогресс»,6312139922,1467400000.00
0995000000220000023,"Создание национального центра дистанционного зондирования Земли из космоса (Шифр ОКР: ""Центр ДЗЗ"") Создание национального центра дистанционного зондирования Земли из космоса в части работ 2020-2025 годов (Шифр СЧ ОКР: ""Центр ДЗЗ - 2025"")",1379206500.00,13792065.00,80.00%,RUB,2020-04-28 14:23:38,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000220000023,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000219000146,"Комплексные исследования и научно-техническое обоснование направлений развития системы ГЛОНАСС для обеспечения помехоустойчивости и информационной безопасности (Шифр НИР: ""Безопасность"")",1180963210.00,5904816.05,80.00%,RUB,2019-10-22 8:35:31,Завершена,44-ФЗ,http://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000219000146,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,АО «Российская Корпорация Ракетно-Космического Приборостроения и Информационных Систем»,7722698789,885840503.82
0995000000221000018,"Прикладные исследования и инновационное проектирование ключевых элементов и технологий обеспечения качества, надежности, стандартизации и безопасности ракетно-космической техники в части работ 2022-2025 годов, шифр НИР: «Гарантия» (2025)",1180420400.00,11804204.00,80.00%,RUB,2021-04-01 13:27:48,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000221000018,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000220000008,"Создание системы обеспечения потребителей данными дистанционного зондирования Земли из космоса (Шифр ОКР: ""Потребитель""). Создание системы обеспечения потребителей данными дистанционного зондирования Земли из космоса в части работ 2020-2025 годов (Шифр: СЧ ОКР ""Потребитель""-2025)",1175500000.00,11755000.00,80.00%,RUB,2020-03-17 10:57:35,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000220000008,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000220000012,"""Управление полетом Международной космической станции (МКС) и российской орбитальной станции (РОС). Реализация программы научно-прикладных исследований и экспериментов. Материально-техническое обеспечение эксплуатации российского сегмента МКС и РОС. Транспортно-техническое обеспечение российского сегмента МКС и РОС, тренажерное обеспечение подготовки космонавтов"" (Шифр ОКР: ""МКС (Эксплуатация)""). ""Подготовка и пуск ракеты-носителя ""Протон-М"" с многоцелевым лабораторным модулем. Проведение послепусковых работ"" (Шифр СЧ ОКР: ""МКС (Эксплуатация)"" - ""Запуск МЛМ"")",1142092000.00,5710460.00,80.00%,RUB,2020-03-17 11:02:04,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000220000012,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
0995000000219000155,"Подготовка и пуск ракеты-носителя ""Протон-М"" и разгонного блока ""Бриз-М"" с космическим аппаратом миссии ""ЭкзоМарс-2020"". Проведение послепусковых работ (Шифр СЧ ОКР ""ЭкзоМарс"" (Запуск КА № 2))",1113092700.00,5565463.50,80.00%,RUB,2019-11-08 17:02:52,Признана несостоявшейся,44-ФЗ,http://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000219000155,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
